index,RACH_ID,PLU,DATA,IL,CSNJ_B,WART,time_rounded_DATA,hour,minute,time,date
129446,100000068028,302,2018-09-01 16:15:00,1.0,7.9,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129447,100000068028,8,2018-09-01 16:15:00,0.5,18.9,9.45,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129448,100000068028,776,2018-09-01 16:16:00,1.0,7.8,7.8,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129449,100000068029,6,2018-09-01 16:17:00,1.0,19.8,19.8,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129450,100000068030,101,2018-09-01 16:29:00,0.5,17.8,8.9,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129451,100000068032,707,2018-09-01 16:34:00,1.0,7.9,7.9,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129452,100000068032,803,2018-09-01 16:34:00,1.0,0.6,0.6,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129453,100000068020,803,2018-09-01 16:42:00,1.0,0.6,0.6,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129454,100000068036,305,2018-09-01 16:44:00,1.0,7.9,7.9,2018-09-01 16:30:00,16.0,0.5,16.5,2018-09-01
129455,100000068037,4,2018-09-01 16:45:00,0.5,11.8,5.9,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
129456,100000068037,5,2018-09-01 16:45:00,0.5,16.8,8.4,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
129457,100000068037,5,2018-09-01 16:45:00,1.0,16.8,16.8,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
129458,100000068037,798,2018-09-01 16:45:00,1.0,8.9,8.9,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
129459,100000068037,603,2018-09-01 16:46:00,1.0,4.9,4.9,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
129460,100000068037,815,2018-09-01 16:46:00,1.0,5.0,5.0,2018-09-01 17:00:00,17.0,0.0,17.0,2018-09-01
